external_id,question_1,positive_effectiveness,positive_ease,positive_efficiency,positive_transparency,positive_humanity,positive_employee,positive_other,negative_effectiveness,negative_ease,negative_efficiency,negative_transparency,negative_humanity,negative_employee,negative_other,question_4
631,Data 631-1,Data 631-2,Data 631-3,Data 631-4,Data 631-5,Data 631-6,Data 631-7,Data 631-8,Data 631-9,Data 631-10,Data 631-11,Data 631-12,Data 631-12,Data 631-12,Data 631-12,Data 631-12
632,Data 632-1,Data 632-2,Data 632-3,Data 632-4,Data 632-5,Data 632-6,Data 632-7,Data 632-8,Data 632-9,Data 632-10,Data 632-11,Data 632-12,Data 632-12,Data 632-12,Data 632-12,Data 632-12
633,Data 633-1,Data 633-2,Data 633-3,Data 633-4,Data 633-5,Data 633-6,Data 633-7,Data 633-8,Data 633-9,Data 633-10,Data 633-11,Data 633-12,Data 633-12,Data 633-12,Data 633-12,Data 633-12
634,Data 634-1,Data 634-2,Data 634-3,Data 634-4,Data 634-5,Data 634-6,Data 634-7,Data 634-8,Data 634-9,Data 634-10,Data 634-11,Data 634-12,Data 634-12,Data 634-12,Data 634-12,Data 634-12
635,Data 635-1,Data 635-2,Data 635-3,Data 635-4,Data 635-5,Data 635-6,Data 635-7,Data 635-8,Data 635-9,Data 635-10,Data 635-11,Data 635-12,Data 635-12,Data 635-12,Data 635-12,Data 635-12
636,Data 636-1,Data 636-2,Data 636-3,Data 636-4,Data 636-5,Data 636-6,Data 636-7,Data 636-8,Data 636-9,Data 636-10,Data 636-11,Data 636-12,Data 636-12,Data 636-12,Data 636-12,Data 636-12
637,Data 637-1,Data 637-2,Data 637-3,Data 637-4,Data 637-5,Data 637-6,Data 637-7,Data 637-8,Data 637-9,Data 637-10,Data 637-11,Data 637-12,Data 637-12,Data 637-12,Data 637-12,Data 637-12
638,Data 638-1,Data 638-2,Data 638-3,Data 638-4,Data 638-5,Data 638-6,Data 638-7,Data 638-8,Data 638-9,Data 638-10,Data 638-11,Data 638-12,Data 638-12,Data 638-12,Data 638-12,Data 638-12
639,Data 639-1,Data 639-2,Data 639-3,Data 639-4,Data 639-5,Data 639-6,Data 639-7,Data 639-8,Data 639-9,Data 639-10,Data 639-11,Data 639-12,Data 639-12,Data 639-12,Data 639-12,Data 639-12
640,Data 640-1,Data 640-2,Data 640-3,Data 640-4,Data 640-5,Data 640-6,Data 640-7,Data 640-8,Data 640-9,Data 640-10,Data 640-11,Data 640-12,Data 640-12,Data 640-12,Data 640-12,Data 640-12
641,Data 641-1,Data 641-2,Data 641-3,Data 641-4,Data 641-5,Data 641-6,Data 641-7,Data 641-8,Data 641-9,Data 641-10,Data 641-11,Data 641-12,Data 641-12,Data 641-12,Data 641-12,Data 641-12
642,Data 642-1,Data 642-2,Data 642-3,Data 642-4,Data 642-5,Data 642-6,Data 642-7,Data 642-8,Data 642-9,Data 642-10,Data 642-11,Data 642-12,Data 642-12,Data 642-12,Data 642-12,Data 642-12
643,Data 643-1,Data 643-2,Data 643-3,Data 643-4,Data 643-5,Data 643-6,Data 643-7,Data 643-8,Data 643-9,Data 643-10,Data 643-11,Data 643-12,Data 643-12,Data 643-12,Data 643-12,Data 643-12
644,Data 644-1,Data 644-2,Data 644-3,Data 644-4,Data 644-5,Data 644-6,Data 644-7,Data 644-8,Data 644-9,Data 644-10,Data 644-11,Data 644-12,Data 644-12,Data 644-12,Data 644-12,Data 644-12
645,Data 645-1,Data 645-2,Data 645-3,Data 645-4,Data 645-5,Data 645-6,Data 645-7,Data 645-8,Data 645-9,Data 645-10,Data 645-11,Data 645-12,Data 645-12,Data 645-12,Data 645-12,Data 645-12
646,Data 646-1,Data 646-2,Data 646-3,Data 646-4,Data 646-5,Data 646-6,Data 646-7,Data 646-8,Data 646-9,Data 646-10,Data 646-11,Data 646-12,Data 646-12,Data 646-12,Data 646-12,Data 646-12
647,Data 647-1,Data 647-2,Data 647-3,Data 647-4,Data 647-5,Data 647-6,Data 647-7,Data 647-8,Data 647-9,Data 647-10,Data 647-11,Data 647-12,Data 647-12,Data 647-12,Data 647-12,Data 647-12
648,Data 648-1,Data 648-2,Data 648-3,Data 648-4,Data 648-5,Data 648-6,Data 648-7,Data 648-8,Data 648-9,Data 648-10,Data 648-11,Data 648-12,Data 648-12,Data 648-12,Data 648-12,Data 648-12
649,Data 649-1,Data 649-2,Data 649-3,Data 649-4,Data 649-5,Data 649-6,Data 649-7,Data 649-8,Data 649-9,Data 649-10,Data 649-11,Data 649-12,Data 649-12,Data 649-12,Data 649-12,Data 649-12
650,Data 650-1,Data 650-2,Data 650-3,Data 650-4,Data 650-5,Data 650-6,Data 650-7,Data 650-8,Data 650-9,Data 650-10,Data 650-11,Data 650-12,Data 650-12,Data 650-12,Data 650-12,Data 650-12
651,Data 651-1,Data 651-2,Data 651-3,Data 651-4,Data 651-5,Data 651-6,Data 651-7,Data 651-8,Data 651-9,Data 651-10,Data 651-11,Data 651-12,Data 651-12,Data 651-12,Data 651-12,Data 651-12
652,Data 652-1,Data 652-2,Data 652-3,Data 652-4,Data 652-5,Data 652-6,Data 652-7,Data 652-8,Data 652-9,Data 652-10,Data 652-11,Data 652-12,Data 652-12,Data 652-12,Data 652-12,Data 652-12
653,Data 653-1,Data 653-2,Data 653-3,Data 653-4,Data 653-5,Data 653-6,Data 653-7,Data 653-8,Data 653-9,Data 653-10,Data 653-11,Data 653-12,Data 653-12,Data 653-12,Data 653-12,Data 653-12
654,Data 654-1,Data 654-2,Data 654-3,Data 654-4,Data 654-5,Data 654-6,Data 654-7,Data 654-8,Data 654-9,Data 654-10,Data 654-11,Data 654-12,Data 654-12,Data 654-12,Data 654-12,Data 654-12
655,Data 655-1,Data 655-2,Data 655-3,Data 655-4,Data 655-5,Data 655-6,Data 655-7,Data 655-8,Data 655-9,Data 655-10,Data 655-11,Data 655-12,Data 655-12,Data 655-12,Data 655-12,Data 655-12
656,Data 656-1,Data 656-2,Data 656-3,Data 656-4,Data 656-5,Data 656-6,Data 656-7,Data 656-8,Data 656-9,Data 656-10,Data 656-11,Data 656-12,Data 656-12,Data 656-12,Data 656-12,Data 656-12
657,Data 657-1,Data 657-2,Data 657-3,Data 657-4,Data 657-5,Data 657-6,Data 657-7,Data 657-8,Data 657-9,Data 657-10,Data 657-11,Data 657-12,Data 657-12,Data 657-12,Data 657-12,Data 657-12
658,Data 658-1,Data 658-2,Data 658-3,Data 658-4,Data 658-5,Data 658-6,Data 658-7,Data 658-8,Data 658-9,Data 658-10,Data 658-11,Data 658-12,Data 658-12,Data 658-12,Data 658-12,Data 658-12
659,Data 659-1,Data 659-2,Data 659-3,Data 659-4,Data 659-5,Data 659-6,Data 659-7,Data 659-8,Data 659-9,Data 659-10,Data 659-11,Data 659-12,Data 659-12,Data 659-12,Data 659-12,Data 659-12
660,Data 660-1,Data 660-2,Data 660-3,Data 660-4,Data 660-5,Data 660-6,Data 660-7,Data 660-8,Data 660-9,Data 660-10,Data 660-11,Data 660-12,Data 660-12,Data 660-12,Data 660-12,Data 660-12
661,Data 661-1,Data 661-2,Data 661-3,Data 661-4,Data 661-5,Data 661-6,Data 661-7,Data 661-8,Data 661-9,Data 661-10,Data 661-11,Data 661-12,Data 661-12,Data 661-12,Data 661-12,Data 661-12
662,Data 662-1,Data 662-2,Data 662-3,Data 662-4,Data 662-5,Data 662-6,Data 662-7,Data 662-8,Data 662-9,Data 662-10,Data 662-11,Data 662-12,Data 662-12,Data 662-12,Data 662-12,Data 662-12
663,Data 663-1,Data 663-2,Data 663-3,Data 663-4,Data 663-5,Data 663-6,Data 663-7,Data 663-8,Data 663-9,Data 663-10,Data 663-11,Data 663-12,Data 663-12,Data 663-12,Data 663-12,Data 663-12
664,Data 664-1,Data 664-2,Data 664-3,Data 664-4,Data 664-5,Data 664-6,Data 664-7,Data 664-8,Data 664-9,Data 664-10,Data 664-11,Data 664-12,Data 664-12,Data 664-12,Data 664-12,Data 664-12
665,Data 665-1,Data 665-2,Data 665-3,Data 665-4,Data 665-5,Data 665-6,Data 665-7,Data 665-8,Data 665-9,Data 665-10,Data 665-11,Data 665-12,Data 665-12,Data 665-12,Data 665-12,Data 665-12
666,Data 666-1,Data 666-2,Data 666-3,Data 666-4,Data 666-5,Data 666-6,Data 666-7,Data 666-8,Data 666-9,Data 666-10,Data 666-11,Data 666-12,Data 666-12,Data 666-12,Data 666-12,Data 666-12
667,Data 667-1,Data 667-2,Data 667-3,Data 667-4,Data 667-5,Data 667-6,Data 667-7,Data 667-8,Data 667-9,Data 667-10,Data 667-11,Data 667-12,Data 667-12,Data 667-12,Data 667-12,Data 667-12
668,Data 668-1,Data 668-2,Data 668-3,Data 668-4,Data 668-5,Data 668-6,Data 668-7,Data 668-8,Data 668-9,Data 668-10,Data 668-11,Data 668-12,Data 668-12,Data 668-12,Data 668-12,Data 668-12
669,Data 669-1,Data 669-2,Data 669-3,Data 669-4,Data 669-5,Data 669-6,Data 669-7,Data 669-8,Data 669-9,Data 669-10,Data 669-11,Data 669-12,Data 669-12,Data 669-12,Data 669-12,Data 669-12
670,Data 670-1,Data 670-2,Data 670-3,Data 670-4,Data 670-5,Data 670-6,Data 670-7,Data 670-8,Data 670-9,Data 670-10,Data 670-11,Data 670-12,Data 670-12,Data 670-12,Data 670-12,Data 670-12
671,Data 671-1,Data 671-2,Data 671-3,Data 671-4,Data 671-5,Data 671-6,Data 671-7,Data 671-8,Data 671-9,Data 671-10,Data 671-11,Data 671-12,Data 671-12,Data 671-12,Data 671-12,Data 671-12
672,Data 672-1,Data 672-2,Data 672-3,Data 672-4,Data 672-5,Data 672-6,Data 672-7,Data 672-8,Data 672-9,Data 672-10,Data 672-11,Data 672-12,Data 672-12,Data 672-12,Data 672-12,Data 672-12
673,Data 673-1,Data 673-2,Data 673-3,Data 673-4,Data 673-5,Data 673-6,Data 673-7,Data 673-8,Data 673-9,Data 673-10,Data 673-11,Data 673-12,Data 673-12,Data 673-12,Data 673-12,Data 673-12
674,Data 674-1,Data 674-2,Data 674-3,Data 674-4,Data 674-5,Data 674-6,Data 674-7,Data 674-8,Data 674-9,Data 674-10,Data 674-11,Data 674-12,Data 674-12,Data 674-12,Data 674-12,Data 674-12
675,Data 675-1,Data 675-2,Data 675-3,Data 675-4,Data 675-5,Data 675-6,Data 675-7,Data 675-8,Data 675-9,Data 675-10,Data 675-11,Data 675-12,Data 675-12,Data 675-12,Data 675-12,Data 675-12
676,Data 676-1,Data 676-2,Data 676-3,Data 676-4,Data 676-5,Data 676-6,Data 676-7,Data 676-8,Data 676-9,Data 676-10,Data 676-11,Data 676-12,Data 676-12,Data 676-12,Data 676-12,Data 676-12
677,Data 677-1,Data 677-2,Data 677-3,Data 677-4,Data 677-5,Data 677-6,Data 677-7,Data 677-8,Data 677-9,Data 677-10,Data 677-11,Data 677-12,Data 677-12,Data 677-12,Data 677-12,Data 677-12
678,Data 678-1,Data 678-2,Data 678-3,Data 678-4,Data 678-5,Data 678-6,Data 678-7,Data 678-8,Data 678-9,Data 678-10,Data 678-11,Data 678-12,Data 678-12,Data 678-12,Data 678-12,Data 678-12
679,Data 679-1,Data 679-2,Data 679-3,Data 679-4,Data 679-5,Data 679-6,Data 679-7,Data 679-8,Data 679-9,Data 679-10,Data 679-11,Data 679-12,Data 679-12,Data 679-12,Data 679-12,Data 679-12
680,Data 680-1,Data 680-2,Data 680-3,Data 680-4,Data 680-5,Data 680-6,Data 680-7,Data 680-8,Data 680-9,Data 680-10,Data 680-11,Data 680-12,Data 680-12,Data 680-12,Data 680-12,Data 680-12
681,Data 681-1,Data 681-2,Data 681-3,Data 681-4,Data 681-5,Data 681-6,Data 681-7,Data 681-8,Data 681-9,Data 681-10,Data 681-11,Data 681-12,Data 681-12,Data 681-12,Data 681-12,Data 681-12
682,Data 682-1,Data 682-2,Data 682-3,Data 682-4,Data 682-5,Data 682-6,Data 682-7,Data 682-8,Data 682-9,Data 682-10,Data 682-11,Data 682-12,Data 682-12,Data 682-12,Data 682-12,Data 682-12
683,Data 683-1,Data 683-2,Data 683-3,Data 683-4,Data 683-5,Data 683-6,Data 683-7,Data 683-8,Data 683-9,Data 683-10,Data 683-11,Data 683-12,Data 683-12,Data 683-12,Data 683-12,Data 683-12
684,Data 684-1,Data 684-2,Data 684-3,Data 684-4,Data 684-5,Data 684-6,Data 684-7,Data 684-8,Data 684-9,Data 684-10,Data 684-11,Data 684-12,Data 684-12,Data 684-12,Data 684-12,Data 684-12
685,Data 685-1,Data 685-2,Data 685-3,Data 685-4,Data 685-5,Data 685-6,Data 685-7,Data 685-8,Data 685-9,Data 685-10,Data 685-11,Data 685-12,Data 685-12,Data 685-12,Data 685-12,Data 685-12
686,Data 686-1,Data 686-2,Data 686-3,Data 686-4,Data 686-5,Data 686-6,Data 686-7,Data 686-8,Data 686-9,Data 686-10,Data 686-11,Data 686-12,Data 686-12,Data 686-12,Data 686-12,Data 686-12
687,Data 687-1,Data 687-2,Data 687-3,Data 687-4,Data 687-5,Data 687-6,Data 687-7,Data 687-8,Data 687-9,Data 687-10,Data 687-11,Data 687-12,Data 687-12,Data 687-12,Data 687-12,Data 687-12
688,Data 688-1,Data 688-2,Data 688-3,Data 688-4,Data 688-5,Data 688-6,Data 688-7,Data 688-8,Data 688-9,Data 688-10,Data 688-11,Data 688-12,Data 688-12,Data 688-12,Data 688-12,Data 688-12
689,Data 689-1,Data 689-2,Data 689-3,Data 689-4,Data 689-5,Data 689-6,Data 689-7,Data 689-8,Data 689-9,Data 689-10,Data 689-11,Data 689-12,Data 689-12,Data 689-12,Data 689-12,Data 689-12
690,Data 690-1,Data 690-2,Data 690-3,Data 690-4,Data 690-5,Data 690-6,Data 690-7,Data 690-8,Data 690-9,Data 690-10,Data 690-11,Data 690-12,Data 690-12,Data 690-12,Data 690-12,Data 690-12
691,Data 691-1,Data 691-2,Data 691-3,Data 691-4,Data 691-5,Data 691-6,Data 691-7,Data 691-8,Data 691-9,Data 691-10,Data 691-11,Data 691-12,Data 691-12,Data 691-12,Data 691-12,Data 691-12
692,Data 692-1,Data 692-2,Data 692-3,Data 692-4,Data 692-5,Data 692-6,Data 692-7,Data 692-8,Data 692-9,Data 692-10,Data 692-11,Data 692-12,Data 692-12,Data 692-12,Data 692-12,Data 692-12
693,Data 693-1,Data 693-2,Data 693-3,Data 693-4,Data 693-5,Data 693-6,Data 693-7,Data 693-8,Data 693-9,Data 693-10,Data 693-11,Data 693-12,Data 693-12,Data 693-12,Data 693-12,Data 693-12
694,Data 694-1,Data 694-2,Data 694-3,Data 694-4,Data 694-5,Data 694-6,Data 694-7,Data 694-8,Data 694-9,Data 694-10,Data 694-11,Data 694-12,Data 694-12,Data 694-12,Data 694-12,Data 694-12
695,Data 695-1,Data 695-2,Data 695-3,Data 695-4,Data 695-5,Data 695-6,Data 695-7,Data 695-8,Data 695-9,Data 695-10,Data 695-11,Data 695-12,Data 695-12,Data 695-12,Data 695-12,Data 695-12
696,Data 696-1,Data 696-2,Data 696-3,Data 696-4,Data 696-5,Data 696-6,Data 696-7,Data 696-8,Data 696-9,Data 696-10,Data 696-11,Data 696-12,Data 696-12,Data 696-12,Data 696-12,Data 696-12
697,Data 697-1,Data 697-2,Data 697-3,Data 697-4,Data 697-5,Data 697-6,Data 697-7,Data 697-8,Data 697-9,Data 697-10,Data 697-11,Data 697-12,Data 697-12,Data 697-12,Data 697-12,Data 697-12
698,Data 698-1,Data 698-2,Data 698-3,Data 698-4,Data 698-5,Data 698-6,Data 698-7,Data 698-8,Data 698-9,Data 698-10,Data 698-11,Data 698-12,Data 698-12,Data 698-12,Data 698-12,Data 698-12
699,Data 699-1,Data 699-2,Data 699-3,Data 699-4,Data 699-5,Data 699-6,Data 699-7,Data 699-8,Data 699-9,Data 699-10,Data 699-11,Data 699-12,Data 699-12,Data 699-12,Data 699-12,Data 699-12
700,Data 700-1,Data 700-2,Data 700-3,Data 700-4,Data 700-5,Data 700-6,Data 700-7,Data 700-8,Data 700-9,Data 700-10,Data 700-11,Data 700-12,Data 700-12,Data 700-12,Data 700-12,Data 700-12
701,Data 701-1,Data 701-2,Data 701-3,Data 701-4,Data 701-5,Data 701-6,Data 701-7,Data 701-8,Data 701-9,Data 701-10,Data 701-11,Data 701-12,Data 701-12,Data 701-12,Data 701-12,Data 701-12
702,Data 702-1,Data 702-2,Data 702-3,Data 702-4,Data 702-5,Data 702-6,Data 702-7,Data 702-8,Data 702-9,Data 702-10,Data 702-11,Data 702-12,Data 702-12,Data 702-12,Data 702-12,Data 702-12
703,Data 703-1,Data 703-2,Data 703-3,Data 703-4,Data 703-5,Data 703-6,Data 703-7,Data 703-8,Data 703-9,Data 703-10,Data 703-11,Data 703-12,Data 703-12,Data 703-12,Data 703-12,Data 703-12
704,Data 704-1,Data 704-2,Data 704-3,Data 704-4,Data 704-5,Data 704-6,Data 704-7,Data 704-8,Data 704-9,Data 704-10,Data 704-11,Data 704-12,Data 704-12,Data 704-12,Data 704-12,Data 704-12
705,Data 705-1,Data 705-2,Data 705-3,Data 705-4,Data 705-5,Data 705-6,Data 705-7,Data 705-8,Data 705-9,Data 705-10,Data 705-11,Data 705-12,Data 705-12,Data 705-12,Data 705-12,Data 705-12
706,Data 706-1,Data 706-2,Data 706-3,Data 706-4,Data 706-5,Data 706-6,Data 706-7,Data 706-8,Data 706-9,Data 706-10,Data 706-11,Data 706-12,Data 706-12,Data 706-12,Data 706-12,Data 706-12
707,Data 707-1,Data 707-2,Data 707-3,Data 707-4,Data 707-5,Data 707-6,Data 707-7,Data 707-8,Data 707-9,Data 707-10,Data 707-11,Data 707-12,Data 707-12,Data 707-12,Data 707-12,Data 707-12
708,Data 708-1,Data 708-2,Data 708-3,Data 708-4,Data 708-5,Data 708-6,Data 708-7,Data 708-8,Data 708-9,Data 708-10,Data 708-11,Data 708-12,Data 708-12,Data 708-12,Data 708-12,Data 708-12
709,Data 709-1,Data 709-2,Data 709-3,Data 709-4,Data 709-5,Data 709-6,Data 709-7,Data 709-8,Data 709-9,Data 709-10,Data 709-11,Data 709-12,Data 709-12,Data 709-12,Data 709-12,Data 709-12
710,Data 710-1,Data 710-2,Data 710-3,Data 710-4,Data 710-5,Data 710-6,Data 710-7,Data 710-8,Data 710-9,Data 710-10,Data 710-11,Data 710-12,Data 710-12,Data 710-12,Data 710-12,Data 710-12
711,Data 711-1,Data 711-2,Data 711-3,Data 711-4,Data 711-5,Data 711-6,Data 711-7,Data 711-8,Data 711-9,Data 711-10,Data 711-11,Data 711-12,Data 711-12,Data 711-12,Data 711-12,Data 711-12
712,Data 712-1,Data 712-2,Data 712-3,Data 712-4,Data 712-5,Data 712-6,Data 712-7,Data 712-8,Data 712-9,Data 712-10,Data 712-11,Data 712-12,Data 712-12,Data 712-12,Data 712-12,Data 712-12
713,Data 713-1,Data 713-2,Data 713-3,Data 713-4,Data 713-5,Data 713-6,Data 713-7,Data 713-8,Data 713-9,Data 713-10,Data 713-11,Data 713-12,Data 713-12,Data 713-12,Data 713-12,Data 713-12
714,Data 714-1,Data 714-2,Data 714-3,Data 714-4,Data 714-5,Data 714-6,Data 714-7,Data 714-8,Data 714-9,Data 714-10,Data 714-11,Data 714-12,Data 714-12,Data 714-12,Data 714-12,Data 714-12
715,Data 715-1,Data 715-2,Data 715-3,Data 715-4,Data 715-5,Data 715-6,Data 715-7,Data 715-8,Data 715-9,Data 715-10,Data 715-11,Data 715-12,Data 715-12,Data 715-12,Data 715-12,Data 715-12
716,Data 716-1,Data 716-2,Data 716-3,Data 716-4,Data 716-5,Data 716-6,Data 716-7,Data 716-8,Data 716-9,Data 716-10,Data 716-11,Data 716-12,Data 716-12,Data 716-12,Data 716-12,Data 716-12
717,Data 717-1,Data 717-2,Data 717-3,Data 717-4,Data 717-5,Data 717-6,Data 717-7,Data 717-8,Data 717-9,Data 717-10,Data 717-11,Data 717-12,Data 717-12,Data 717-12,Data 717-12,Data 717-12
718,Data 718-1,Data 718-2,Data 718-3,Data 718-4,Data 718-5,Data 718-6,Data 718-7,Data 718-8,Data 718-9,Data 718-10,Data 718-11,Data 718-12,Data 718-12,Data 718-12,Data 718-12,Data 718-12
719,Data 719-1,Data 719-2,Data 719-3,Data 719-4,Data 719-5,Data 719-6,Data 719-7,Data 719-8,Data 719-9,Data 719-10,Data 719-11,Data 719-12,Data 719-12,Data 719-12,Data 719-12,Data 719-12
720,Data 720-1,Data 720-2,Data 720-3,Data 720-4,Data 720-5,Data 720-6,Data 720-7,Data 720-8,Data 720-9,Data 720-10,Data 720-11,Data 720-12,Data 720-12,Data 720-12,Data 720-12,Data 720-12
721,Data 721-1,Data 721-2,Data 721-3,Data 721-4,Data 721-5,Data 721-6,Data 721-7,Data 721-8,Data 721-9,Data 721-10,Data 721-11,Data 721-12,Data 721-12,Data 721-12,Data 721-12,Data 721-12
722,Data 722-1,Data 722-2,Data 722-3,Data 722-4,Data 722-5,Data 722-6,Data 722-7,Data 722-8,Data 722-9,Data 722-10,Data 722-11,Data 722-12,Data 722-12,Data 722-12,Data 722-12,Data 722-12
723,Data 723-1,Data 723-2,Data 723-3,Data 723-4,Data 723-5,Data 723-6,Data 723-7,Data 723-8,Data 723-9,Data 723-10,Data 723-11,Data 723-12,Data 723-12,Data 723-12,Data 723-12,Data 723-12
724,Data 724-1,Data 724-2,Data 724-3,Data 724-4,Data 724-5,Data 724-6,Data 724-7,Data 724-8,Data 724-9,Data 724-10,Data 724-11,Data 724-12,Data 724-12,Data 724-12,Data 724-12,Data 724-12
725,Data 725-1,Data 725-2,Data 725-3,Data 725-4,Data 725-5,Data 725-6,Data 725-7,Data 725-8,Data 725-9,Data 725-10,Data 725-11,Data 725-12,Data 725-12,Data 725-12,Data 725-12,Data 725-12
726,Data 726-1,Data 726-2,Data 726-3,Data 726-4,Data 726-5,Data 726-6,Data 726-7,Data 726-8,Data 726-9,Data 726-10,Data 726-11,Data 726-12,Data 726-12,Data 726-12,Data 726-12,Data 726-12
727,Data 727-1,Data 727-2,Data 727-3,Data 727-4,Data 727-5,Data 727-6,Data 727-7,Data 727-8,Data 727-9,Data 727-10,Data 727-11,Data 727-12,Data 727-12,Data 727-12,Data 727-12,Data 727-12
728,Data 728-1,Data 728-2,Data 728-3,Data 728-4,Data 728-5,Data 728-6,Data 728-7,Data 728-8,Data 728-9,Data 728-10,Data 728-11,Data 728-12,Data 728-12,Data 728-12,Data 728-12,Data 728-12
729,Data 729-1,Data 729-2,Data 729-3,Data 729-4,Data 729-5,Data 729-6,Data 729-7,Data 729-8,Data 729-9,Data 729-10,Data 729-11,Data 729-12,Data 729-12,Data 729-12,Data 729-12,Data 729-12
730,Data 730-1,Data 730-2,Data 730-3,Data 730-4,Data 730-5,Data 730-6,Data 730-7,Data 730-8,Data 730-9,Data 730-10,Data 730-11,Data 730-12,Data 730-12,Data 730-12,Data 730-12,Data 730-12
731,Data 731-1,Data 731-2,Data 731-3,Data 731-4,Data 731-5,Data 731-6,Data 731-7,Data 731-8,Data 731-9,Data 731-10,Data 731-11,Data 731-12,Data 731-12,Data 731-12,Data 731-12,Data 731-12
732,Data 732-1,Data 732-2,Data 732-3,Data 732-4,Data 732-5,Data 732-6,Data 732-7,Data 732-8,Data 732-9,Data 732-10,Data 732-11,Data 732-12,Data 732-12,Data 732-12,Data 732-12,Data 732-12
733,Data 733-1,Data 733-2,Data 733-3,Data 733-4,Data 733-5,Data 733-6,Data 733-7,Data 733-8,Data 733-9,Data 733-10,Data 733-11,Data 733-12,Data 733-12,Data 733-12,Data 733-12,Data 733-12
734,Data 734-1,Data 734-2,Data 734-3,Data 734-4,Data 734-5,Data 734-6,Data 734-7,Data 734-8,Data 734-9,Data 734-10,Data 734-11,Data 734-12,Data 734-12,Data 734-12,Data 734-12,Data 734-12
735,Data 735-1,Data 735-2,Data 735-3,Data 735-4,Data 735-5,Data 735-6,Data 735-7,Data 735-8,Data 735-9,Data 735-10,Data 735-11,Data 735-12,Data 735-12,Data 735-12,Data 735-12,Data 735-12
736,Data 736-1,Data 736-2,Data 736-3,Data 736-4,Data 736-5,Data 736-6,Data 736-7,Data 736-8,Data 736-9,Data 736-10,Data 736-11,Data 736-12,Data 736-12,Data 736-12,Data 736-12,Data 736-12
737,Data 737-1,Data 737-2,Data 737-3,Data 737-4,Data 737-5,Data 737-6,Data 737-7,Data 737-8,Data 737-9,Data 737-10,Data 737-11,Data 737-12,Data 737-12,Data 737-12,Data 737-12,Data 737-12
738,Data 738-1,Data 738-2,Data 738-3,Data 738-4,Data 738-5,Data 738-6,Data 738-7,Data 738-8,Data 738-9,Data 738-10,Data 738-11,Data 738-12,Data 738-12,Data 738-12,Data 738-12,Data 738-12
739,Data 739-1,Data 739-2,Data 739-3,Data 739-4,Data 739-5,Data 739-6,Data 739-7,Data 739-8,Data 739-9,Data 739-10,Data 739-11,Data 739-12,Data 739-12,Data 739-12,Data 739-12,Data 739-12
740,Data 740-1,Data 740-2,Data 740-3,Data 740-4,Data 740-5,Data 740-6,Data 740-7,Data 740-8,Data 740-9,Data 740-10,Data 740-11,Data 740-12,Data 740-12,Data 740-12,Data 740-12,Data 740-12
741,Data 741-1,Data 741-2,Data 741-3,Data 741-4,Data 741-5,Data 741-6,Data 741-7,Data 741-8,Data 741-9,Data 741-10,Data 741-11,Data 741-12,Data 741-12,Data 741-12,Data 741-12,Data 741-12
742,Data 742-1,Data 742-2,Data 742-3,Data 742-4,Data 742-5,Data 742-6,Data 742-7,Data 742-8,Data 742-9,Data 742-10,Data 742-11,Data 742-12,Data 742-12,Data 742-12,Data 742-12,Data 742-12
743,Data 743-1,Data 743-2,Data 743-3,Data 743-4,Data 743-5,Data 743-6,Data 743-7,Data 743-8,Data 743-9,Data 743-10,Data 743-11,Data 743-12,Data 743-12,Data 743-12,Data 743-12,Data 743-12
744,Data 744-1,Data 744-2,Data 744-3,Data 744-4,Data 744-5,Data 744-6,Data 744-7,Data 744-8,Data 744-9,Data 744-10,Data 744-11,Data 744-12,Data 744-12,Data 744-12,Data 744-12,Data 744-12
745,Data 745-1,Data 745-2,Data 745-3,Data 745-4,Data 745-5,Data 745-6,Data 745-7,Data 745-8,Data 745-9,Data 745-10,Data 745-11,Data 745-12,Data 745-12,Data 745-12,Data 745-12,Data 745-12
746,Data 746-1,Data 746-2,Data 746-3,Data 746-4,Data 746-5,Data 746-6,Data 746-7,Data 746-8,Data 746-9,Data 746-10,Data 746-11,Data 746-12,Data 746-12,Data 746-12,Data 746-12,Data 746-12
747,Data 747-1,Data 747-2,Data 747-3,Data 747-4,Data 747-5,Data 747-6,Data 747-7,Data 747-8,Data 747-9,Data 747-10,Data 747-11,Data 747-12,Data 747-12,Data 747-12,Data 747-12,Data 747-12
748,Data 748-1,Data 748-2,Data 748-3,Data 748-4,Data 748-5,Data 748-6,Data 748-7,Data 748-8,Data 748-9,Data 748-10,Data 748-11,Data 748-12,Data 748-12,Data 748-12,Data 748-12,Data 748-12
749,Data 749-1,Data 749-2,Data 749-3,Data 749-4,Data 749-5,Data 749-6,Data 749-7,Data 749-8,Data 749-9,Data 749-10,Data 749-11,Data 749-12,Data 749-12,Data 749-12,Data 749-12,Data 749-12
